FirstName,GameInfo,ID,LastName,Name,Name...ID,Opponent,Position,Projection,Projection_dfn,Projection_dfn_perturbed,Projection_fc,Salary,Team,TierRank
Robert,Buf@Bal 01:00PM ET,7147623,Woods,Robert Woods,Robert Woods (7147623),BAL,WR,10.44,8.0,8.0,5.41,4600,BUF,0.0
Jerick,Min@Ten 01:00PM ET,7147299,McKinnon,Jerick McKinnon,Jerick McKinnon (7147299),TEN,RB,5.03,7.4,7.4,0.0,4600,MIN,0.0
Melvin,SD@KC 01:00PM ET,7147361,Gordon,Melvin Gordon,Melvin Gordon (7147361),KC,RB,10.54,10.4,10.4,10.89,4600,SD,5.0
Jeremy,Cin@NYJ 01:00PM ET,7147336,Hill,Jeremy Hill,Jeremy Hill (7147336),NYJ,RB,9.63,8.0,8.0,11.51,4600,CIN,0.0
Anquan,Det@Ind 04:25PM ET,7147728,Boldin,Anquan Boldin,Anquan Boldin (7147728),IND,WR,10.93,7.7,7.7,5.73,4500,DET,0.0
Delanie,Min@Ten 01:00PM ET,7147790,Walker,Delanie Walker,Delanie Walker (7147790),MIN,TE,13.8,12.0,12.0,14.5,4500,TEN,3.0
Phillip,Det@Ind 04:25PM ET,7147741,Dorsett,Phillip Dorsett,Phillip Dorsett (7147741),DET,WR,10.9,11.0,11.0,7.18,4500,IND,7.0
Dorial,Min@Ten 01:00PM ET,7147506,Green-Beckham,Dorial Green-Beckham,Dorial Green-Beckham (7147506),MIN,WR,8.47,0.0,0.0,6.57,4500,TEN,0.0
Laquon,Min@Ten 01:00PM ET,7147511,Treadwell,Laquon Treadwell,Laquon Treadwell (7147511),TEN,WR,6.78,10.9,10.9,7.82,4500,MIN,7.0
Vincent,TB@Atl 01:00PM ET,7147469,Jackson,Vincent Jackson,Vincent Jackson (7147469),ATL,WR,12.38,12.5,12.5,8.52,4400,TB,5.0
Charles,TB@Atl 01:00PM ET,7147280,Sims,Charles Sims,Charles Sims (7147280),ATL,RB,10.45,10.4,10.4,9.44,4400,TB,5.0
Spencer,SD@KC 01:00PM ET,7147358,Ware,Spencer Ware,Spencer Ware (7147358),SD,RB,16.67,13.1,13.1,14.85,4400,KC,3.0
Tim,Oak@NO 01:00PM ET,7147338,Hightower,Tim Hightower,Tim Hightower (7147338),OAK,RB,4.92,3.9,3.9,4.03,4300,NO,0.0
Chris,GB@Jax 01:00PM ET,7147399,Ivory,Chris Ivory,Chris Ivory (7147399),GB,RB,0.0,8.7,8.7,0.0,4300,JAX,7.0
Bilal,Cin@NYJ 01:00PM ET,7147324,Powell,Bilal Powell,Bilal Powell (7147324),CIN,RB,10.02,7.6,7.6,7.58,4300,NYJ,0.0
Zach,Cle@Phi 01:00PM ET,7147805,Ertz,Zach Ertz,Zach Ertz (7147805),CLE,TE,14.12,12.4,12.4,11.46,4300,PHI,3.0
Davante,GB@Jax 01:00PM ET,7147676,Adams,Davante Adams,Davante Adams (7147676),JAX,WR,7.32,8.4,8.4,5.18,4300,GB,0.0
Darren,Cle@Phi 01:00PM ET,7147308,Sproles,Darren Sproles,Darren Sproles (7147308),CLE,RB,10.5,9.8,9.8,5.53,4200,PHI,6.0
Antonio,SD@KC 01:00PM ET,7147840,Gates,Antonio Gates,Antonio Gates (7147840),KC,TE,11.85,10.2,10.2,12.04,4200,SD,5.0
Danny,NE@Ari 08:30PM ET,7147755,Amendola,Danny Amendola,Danny Amendola (7147755),ARI,WR,7.35,4.3,4.3,4.33,4200,NE,0.0
Darren,NYG@Dal 04:25PM ET,7147427,McFadden,Darren McFadden,Darren McFadden (7147427),NYG,RB,0.0,0.0,0.0,0.0,4200,DAL,0.0
Mike,Buf@Bal 01:00PM ET,7147612,Wallace,Mike Wallace,Mike Wallace (7147612),BUF,WR,11.63,7.3,7.3,8.14,4200,BAL,0.0
Jay,Mia@Sea 04:05PM ET,7147416,Ajayi,Jay Ajayi,Jay Ajayi (7147416),SEA,RB,0.0,0.0,0.0,0.0,4200,MIA,0.0
Isaiah,Cle@Phi 01:00PM ET,7147316,Crowell,Isaiah Crowell,Isaiah Crowell (7147316),PHI,RB,8.57,9.1,9.1,8.49,4200,CLE,7.0
Tevin,TB@Atl 01:00PM ET,7147289,Coleman,Tevin Coleman,Tevin Coleman (7147289),TB,RB,6.8,6.4,6.4,5.92,4200,ATL,0.0
Jason,NYG@Dal 04:25PM ET,7147901,Witten,Jason Witten,Jason Witten (7147901),NYG,TE,12.15,11.1,11.1,9.49,4100,DAL,4.0
Andre,NE@Ari 08:30PM ET,7147458,Ellington,Andre Ellington,Andre Ellington (7147458),NE,RB,5.16,3.5,3.5,0.0,4100,ARI,0.0
Travis,SD@KC 01:00PM ET,7147592,Benjamin,Travis Benjamin,Travis Benjamin (7147592),KC,WR,10.28,10.5,10.5,8.42,4100,SD,7.0
Terrance,Buf@Bal 01:00PM ET,7147374,West,Terrance West,Terrance West (7147374),BUF,RB,6.36,8.3,8.3,7.92,4100,BAL,0.0
T.J.,GB@Jax 01:00PM ET,7147407,Yeldon,T.J. Yeldon,T.J. Yeldon (7147407),GB,RB,13.57,10.3,10.3,11.01,4100,JAX,5.0
Victor,NYG@Dal 04:25PM ET,7147705,Cruz,Victor Cruz,Victor Cruz (7147705),DAL,WR,7.73,6.5,4.97517911716,9.66,4000,NYG,0.0
Theo,Det@Ind 04:25PM ET,7147446,Riddick,Theo Riddick,Theo Riddick (7147446),IND,RB,11.1,11.4,13.8522198288,6.66,4000,DET,4.0
Michael,Oak@NO 01:00PM ET,7147579,Thomas,Michael Thomas,Michael Thomas (7147579),OAK,WR,7.31,10.5,11.1327275201,7.85,4000,NO,7.0
Derrick,Min@Ten 01:00PM ET,7147306,Henry,Derrick Henry,Derrick Henry (7147306),MIN,RB,6.69,8.1,8.4120173804,6.93,4000,TEN,0.0
Andre,Min@Ten 01:00PM ET,7147493,Johnson,Andre Johnson,Andre Johnson (7147493),MIN,WR,4.42,3.9,3.59150007068,4.03,3900,TEN,0.0
Brandon,Cin@NYJ 01:00PM ET,7147541,LaFell,Brandon LaFell,Brandon LaFell (7147541),NYJ,WR,9.82,6.7,8.48965933413,9.07,3900,CIN,0.0
Eric,Det@Ind 04:25PM ET,7147923,Ebron,Eric Ebron,Eric Ebron (7147923),IND,TE,9.86,11.4,11.6332168584,9.93,3900,DET,4.0
C.J.,Mia@Sea 04:05PM ET,7147424,Prosise,C.J. Prosise,C.J. Prosise (7147424),MIA,RB,4.7,4.3,4.3,3.04,3900,SEA,0.0
Andrew,Cle@Phi 01:00PM ET,7147514,Hawkins,Andrew Hawkins,Andrew Hawkins (7147514),PHI,WR,4.83,4.1,1.92381684709,0.0,3800,CLE,0.0
Jimmy,Mia@Sea 04:05PM ET,7147888,Graham,Jimmy Graham,Jimmy Graham (7147888),MIA,TE,9.94,8.9,16.5302113389,9.46,3800,SEA,7.0
Alfred,NYG@Dal 04:25PM ET,7147428,Morris,Alfred Morris,Alfred Morris (7147428),NYG,RB,3.01,4.1,6.44680932176,3.92,3800,DAL,0.0
Shane,NYG@Dal 04:25PM ET,7147429,Vereen,Shane Vereen,Shane Vereen (7147429),DAL,RB,9.89,9.3,18.4343257174,2.54,3800,NYG,7.0
Mike,Buf@Bal 01:00PM ET,7147373,Gillislee,Mike Gillislee,Mike Gillislee (7147373),BAL,RB,4.73,1.7,1.7,0.0,3800,BUF,0.0
Quincy,Cin@NYJ 01:00PM ET,7147546,Enunwa,Quincy Enunwa,Quincy Enunwa (7147546),CIN,WR,4.82,3.1,3.1,0.0,3800,NYJ,0.0
Julius,GB@Jax 01:00PM ET,7147881,Thomas,Julius Thomas,Julius Thomas (7147881),GB,TE,10.5,10.2,11.1995247159,11.5,3800,JAX,5.0
Seth,Oak@NO 01:00PM ET,7147582,Roberts,Seth Roberts,Seth Roberts (7147582),NO,WR,7.56,6.8,3.86403926721,5.15,3800,OAK,0.0
Jaelen,Chi@Hou 01:00PM ET,7147654,Strong,Jaelen Strong,Jaelen Strong (7147654),CHI,WR,3.91,4.6,2.59099564705,4.88,3800,HOU,0.0
Zach,Chi@Hou 01:00PM ET,7147864,Miller,Zach Miller,Zach Miller (7147864),HOU,TE,10.2,9.3,9.3,9.68,3700,CHI,6.0
Chris,NE@Ari 08:30PM ET,7147454,Johnson,Chris Johnson,Chris Johnson (7147454),NE,RB,3.52,2.9,0.0,3.45,3700,ARI,0.0
LeGarrette,NE@Ari 08:30PM ET,7147457,Blount,LeGarrette Blount,LeGarrette Blount (7147457),ARI,RB,8.95,11.5,15.821229974,9.04,3700,NE,4.0
Christine,Mia@Sea 04:05PM ET,7147414,Michael,Christine Michael,Christine Michael (7147414),MIA,RB,12.44,11.5,15.8696812546,11.26,3700,SEA,4.0
Marquess,Chi@Hou 01:00PM ET,7147644,Wilson,Marquess Wilson,Marquess Wilson (7147644),HOU,WR,0.0,1.9,1.9,0.0,3700,CHI,0.0
Chris,SD@KC 01:00PM ET,7147600,Conley,Chris Conley,Chris Conley (7147600),SD,WR,6.21,6.1,5.19940378966,4.86,3700,KC,0.0
DeAndre,Oak@NO 01:00PM ET,7147348,Washington,DeAndre Washington,DeAndre Washington (7147348),NO,RB,4.32,5.4,6.1957245949,4.0,3700,OAK,0.0
Breshad,Buf@Bal 01:00PM ET,7147633,Perriman,Breshad Perriman,Breshad Perriman (7147633),BUF,WR,4.92,6.4,8.25462271583,0.0,3700,BAL,0.0
Will,Chi@Hou 01:00PM ET,7147655,Fuller,Will Fuller,Will Fuller (7147655),CHI,WR,10.52,10.7,7.58198402937,8.08,3700,HOU,7.0
Jordan,Chi@Hou 01:00PM ET,7147397,Howard,Jordan Howard,Jordan Howard (7147397),HOU,RB,4.61,6.0,6.0,0.0,3700,CHI,0.0
Jeff,GB@Jax 01:00PM ET,7147679,Janis,Jeff Janis,Jeff Janis (7147679),JAX,WR,0.0,0.0,0.0,0.0,3700,GB,0.0
Dwayne,NYG@Dal 04:25PM ET,7147706,Harris,Dwayne Harris,Dwayne Harris (7147706),DAL,WR,2.65,2.2,2.2,0.0,3600,NYG,0.0
C.J.,Oak@NO 01:00PM ET,7147340,Spiller,C.J. Spiller,C.J. Spiller (7147340),OAK,RB,0.0,6.9,6.9,0.0,3600,NO,0.0
Alfred,Chi@Hou 01:00PM ET,7147387,Blue,Alfred Blue,Alfred Blue (7147387),CHI,RB,4.43,3.1,2.72865283874,0.0,3600,HOU,0.0
James,NE@Ari 08:30PM ET,7147466,White,James White,James White (7147466),ARI,RB,12.44,11.8,11.3657946314,9.28,3600,NE,4.0
Albert,SD@KC 01:00PM ET,7147596,Wilson,Albert Wilson,Albert Wilson (7147596),SD,WR,7.29,5.4,3.81423688074,0.0,3600,KC,0.0
Chris,NE@Ari 08:30PM ET,7147763,Hogan,Chris Hogan,Chris Hogan (7147763),ARI,WR,7.88,7.9,15.4301306091,6.22,3600,NE,0.0
Ty,GB@Jax 01:00PM ET,7147670,Montgomery,Ty Montgomery,Ty Montgomery (7147670),JAX,WR,0.0,2.4,2.4,0.0,3600,GB,0.0
Javorius,Buf@Bal 01:00PM ET,7147375,Allen,Javorius Allen,Javorius Allen (7147375),BUF,RB,0.0,5.1,6.49586683162,0.0,3600,BAL,0.0
Tyler,Cin@NYJ 01:00PM ET,7147559,Boyd,Tyler Boyd,Tyler Boyd (7147559),NYJ,WR,8.39,8.6,10.844654647,7.93,3600,CIN,0.0
Reggie,Buf@Bal 01:00PM ET,7147367,Bush,Reggie Bush,Reggie Bush (7147367),BAL,RB,4.57,4.5,4.5,3.77,3500,BUF,0.0
James,SD@KC 01:00PM ET,7147585,Jones,James Jones,James Jones (7147585),KC,WR,0.0,0.0,0.0,0.0,3500,SD,0.0
Benjamin,Buf@Bal 01:00PM ET,7147853,Watson,Benjamin Watson,Benjamin Watson (7147853),BUF,TE,0.0,0.0,0.0,0.0,3500,BAL,0.0
Jermaine,Mia@Sea 04:05PM ET,7147684,Kearse,Jermaine Kearse,Jermaine Kearse (7147684),MIA,WR,7.84,7.5,5.8072862758,6.89,3500,SEA,0.0
Ka'Deem,Chi@Hou 01:00PM ET,7147393,Carey,Ka'Deem Carey,Ka'Deem Carey (7147393),HOU,RB,4.37,4.4,4.4,0.0,3500,CHI,0.0
Rashad,GB@Jax 01:00PM ET,7147673,Greene,Rashad Greene,Rashad Greene (7147673),GB,WR,4.19,4.8,4.8,0.0,3500,JAX,0.0
Josh,Det@Ind 04:25PM ET,7147450,Ferguson,Josh Ferguson,Josh Ferguson (7147450),DET,RB,0.0,3.6,1.46247067613,0.0,3500,IND,0.0
Terrell,Cle@Phi 01:00PM ET,7147317,Watson,Terrell Watson,Terrell Watson (7147317),PHI,RB,0.0,0.0,0.0,0.0,3500,CLE,0.0
Nelson,Cle@Phi 01:00PM ET,7147529,Agholor,Nelson Agholor,Nelson Agholor (7147529),CLE,WR,7.36,8.4,8.4,5.96,3500,PHI,0.0
Charcandrick,SD@KC 01:00PM ET,7147366,West,Charcandrick West,Charcandrick West (7147366),SD,RB,6.32,10.0,10.4134884729,5.83,3500,KC,6.0
Harry,Min@Ten 01:00PM ET,7147494,Douglas,Harry Douglas,Harry Douglas (7147494),MIN,WR,7.96,3.8,7.145235004,0.0,3400,TEN,0.0
Martellus,NE@Ari 08:30PM ET,7147929,Bennett,Martellus Bennett,Martellus Bennett (7147929),ARI,TE,12.08,12.3,19.4613042381,10.22,3400,NE,3.0
Dontrelle,SD@KC 01:00PM ET,7147589,Inman,Dontrelle Inman,Dontrelle Inman (7147589),KC,WR,5.81,5.4,2.269531495,3.58,3400,SD,0.0
Charles,Buf@Bal 01:00PM ET,7147856,Clay,Charles Clay,Charles Clay (7147856),BAL,TE,10.46,9.4,9.4,8.21,3400,BUF,6.0
Kendall,Min@Ten 01:00PM ET,7147496,Wright,Kendall Wright,Kendall Wright (7147496),MIN,WR,0.0,0.0,1.43632250566,7.61,3400,TEN,0.0
Jaron,NE@Ari 08:30PM ET,7147758,Brown,Jaron Brown,Jaron Brown (7147758),NE,WR,2.93,0.0,0.808218042091,0.0,3400,ARI,0.0
Kenny,TB@Atl 01:00PM ET,7147477,Bell,Kenny Bell,Kenny Bell (7147477),ATL,WR,0.0,0.0,0.0,0.0,3400,TB,0.0
Kenneth,Buf@Bal 01:00PM ET,7147380,Dixon,Kenneth Dixon,Kenneth Dixon (7147380),BUF,RB,0.0,0.0,0.0,3.55,3400,BAL,0.0
Matt,Min@Ten 01:00PM ET,7147294,Asiata,Matt Asiata,Matt Asiata (7147294),TEN,RB,0.0,1.9,0.0,0.0,3300,MIN,0.0
Leonard,Buf@Bal 01:00PM ET,7147614,Hankerson,Leonard Hankerson,Leonard Hankerson (7147614),BAL,WR,5.64,0.0,0.0,0.0,3300,BUF,0.0
Terrance,NYG@Dal 04:25PM ET,7147710,Williams,Terrance Williams,Terrance Williams (7147710),NYG,WR,9.18,8.9,10.1471732535,8.25,3300,DAL,0.0
Rueben,Cle@Phi 01:00PM ET,7147519,Randle,Rueben Randle,Rueben Randle (7147519),CLE,WR,0.0,0.0,0.0,4.9,3300,PHI,0.0
Jared,GB@Jax 01:00PM ET,7147665,Abbrederis,Jared Abbrederis,Jared Abbrederis (7147665),JAX,WR,5.58,1.9,1.9,0.0,3300,GB,0.0
Will,NYG@Dal 04:25PM ET,7147906,Tye,Will Tye,Will Tye (7147906),DAL,TE,7.54,6.1,6.65379613333,5.8,3300,NYG,0.0
Rishard,Min@Ten 01:00PM ET,7147502,Matthews,Rishard Matthews,Rishard Matthews (7147502),MIN,WR,10.47,15.1,12.9302388192,7.71,3300,TEN,4.0
Cecil,Chi@Hou 01:00PM ET,7147643,Shorts III,Cecil Shorts III,Cecil Shorts III (7147643),CHI,WR,0.0,0.0,0.0,0.0,3300,HOU,0.0
Eddie,Chi@Hou 01:00PM ET,7147635,Royal,Eddie Royal,Eddie Royal (7147635),HOU,WR,6.9,5.2,5.2,0.0,3200,CHI,0.0
Hakeem,Oak@NO 01:00PM ET,7147563,Nicks,Hakeem Nicks,Hakeem Nicks (7147563),OAK,WR,0.0,0.0,0.0,0.0,3200,NO,0.0
Cole,NYG@Dal 04:25PM ET,7147711,Beasley,Cole Beasley,Cole Beasley (7147711),NYG,WR,7.31,7.4,6.55145900173,4.01,3200,DAL,0.0
Dwayne,Det@Ind 04:25PM ET,7147917,Allen,Dwayne Allen,Dwayne Allen (7147917),DET,TE,9.96,10.9,11.6529954432,6.71,3200,IND,4.0
Kenny,Mia@Sea 04:05PM ET,7147687,Stills,Kenny Stills,Kenny Stills (7147687),SEA,WR,9.97,13.5,14.1930046802,5.71,3200,MIA,5.0
J.J.,NE@Ari 08:30PM ET,7147762,Nelson,J.J. Nelson,J.J. Nelson (7147762),NE,WR,0.0,4.0,4.0,0.0,3200,ARI,0.0
Andre,Oak@NO 01:00PM ET,7147568,Holmes,Andre Holmes,Andre Holmes (7147568),NO,WR,4.48,3.9,4.24368652911,0.0,3200,OAK,0.0
Karlos,Buf@Bal 01:00PM ET,7147377,Williams,Karlos Williams,Karlos Williams (7147377),BAL,RB,0.0,0.0,0.0,0.0,3200,BUF,0.0
Paul,NYG@Dal 04:25PM ET,7147438,Perkins,Paul Perkins,Paul Perkins (7147438),DAL,RB,0.0,3.8,3.8,0.0,3200,NYG,0.0
Leonte,Mia@Sea 04:05PM ET,7147703,Carroo,Leonte Carroo,Leonte Carroo (7147703),SEA,WR,4.4,2.9,2.9,0.0,3200,MIA,0.0
Lorenzo,Buf@Bal 01:00PM ET,7147382,Taliaferro,Lorenzo Taliaferro,Lorenzo Taliaferro (7147382),BUF,RB,0.0,0.0,0.0,0.0,3200,BAL,0.0
Stevie,SD@KC 01:00PM ET,7147587,Johnson,Stevie Johnson,Stevie Johnson (7147587),KC,WR,0.0,0.0,0.0,0.0,3100,SD,0.0
Jacquizz,Chi@Hou 01:00PM ET,7147384,Rodgers,Jacquizz Rodgers,Jacquizz Rodgers (7147384),HOU,RB,0.0,0.0,0.0,0.0,3100,CHI,0.0
Knile,SD@KC 01:00PM ET,7147356,Davis,Knile Davis,Knile Davis (7147356),SD,RB,0.0,0.0,0.0,0.0,3100,KC,0.0
Kyle,Buf@Bal 01:00PM ET,7147372,Juszczyk,Kyle Juszczyk,Kyle Juszczyk (7147372),BUF,RB,0.0,2.0,2.0,0.0,3100,BAL,0.0
Denard,GB@Jax 01:00PM ET,7147403,Robinson,Denard Robinson,Denard Robinson (7147403),GB,RB,3.63,0.0,0.0,0.0,3100,JAX,0.0
Justin,TB@Atl 01:00PM ET,7147480,Hardy,Justin Hardy,Justin Hardy (7147480),TB,WR,6.01,7.4,5.32293720491,5.3,3100,ATL,0.0
Marqise,GB@Jax 01:00PM ET,7147671,Lee,Marqise Lee,Marqise Lee (7147671),GB,WR,4.97,3.1,2.9274627704,0.0,3100,JAX,0.0
Richard,GB@Jax 01:00PM ET,7147884,Rodgers,Richard Rodgers,Richard Rodgers (7147884),JAX,TE,7.0,3.3,3.55368496615,6.1,3100,GB,0.0
Alex,Mia@Sea 04:05PM ET,7147425,Collins,Alex Collins,Alex Collins (7147425),MIA,RB,0.0,0.0,0.0,0.0,3100,SEA,0.0
Nate,NE@Ari 08:30PM ET,7147752,Washington,Nate Washington,Nate Washington (7147752),ARI,WR,0.0,0.0,0.0,0.0,3000,NE,0.0
Andre,Det@Ind 04:25PM ET,7147729,Caldwell,Andre Caldwell,Andre Caldwell (7147729),IND,WR,0.0,0.0,0.0,0.0,3000,DET,0.0
Eric,TB@Atl 01:00PM ET,7147470,Weems,Eric Weems,Eric Weems (7147470),TB,WR,0.0,0.0,0.0,0.0,3000,ATL,0.0
Matthew,NE@Ari 08:30PM ET,7147753,Slater,Matthew Slater,Matthew Slater (7147753),ARI,WR,0.0,0.0,0.0,0.0,3000,NE,0.0
Jerome,Buf@Bal 01:00PM ET,7147368,Felton,Jerome Felton,Jerome Felton (7147368),BAL,RB,0.0,0.0,0.0,0.0,3000,BUF,0.0
Cedric,Cin@NYJ 01:00PM ET,7147323,Peerman,Cedric Peerman,Cedric Peerman (7147323),NYJ,RB,0.0,0.0,0.0,0.0,3000,CIN,0.0
Marlon,Cle@Phi 01:00PM ET,7147515,Moore,Marlon Moore,Marlon Moore (7147515),PHI,WR,0.0,0.0,0.0,0.0,3000,CLE,0.0
Brandon,Cin@NYJ 01:00PM ET,7147539,Tate,Brandon Tate,Brandon Tate (7147539),NYJ,WR,3.55,0.0,0.0,0.0,3000,CIN,0.0
Darrel,Chi@Hou 01:00PM ET,7147383,Young,Darrel Young,Darrel Young (7147383),HOU,RB,0.0,0.0,0.0,0.0,3000,CHI,0.0
Louis,TB@Atl 01:00PM ET,7147471,Murphy,Louis Murphy,Louis Murphy (7147471),ATL,WR,0.0,0.0,0.0,0.0,3000,TB,0.0
Donald,NE@Ari 08:30PM ET,7147455,Brown,Donald Brown,Donald Brown (7147455),ARI,RB,0.0,0.0,0.0,0.0,3000,NE,0.0
Dobson,Buf@Bal 01:00PM ET,7147610,Collins,Dobson Collins,Dobson Collins (7147610),BUF,WR,0.0,0.0,0.0,0.0,3000,BAL,0.0
Kyle,Cin@NYJ 01:00PM ET,7147542,Williams,Kyle Williams,Kyle Williams (7147542),CIN,WR,0.0,0.0,0.0,0.0,3000,NYJ,0.0
Greg,Buf@Bal 01:00PM ET,7147611,Salas,Greg Salas,Greg Salas (7147611),BAL,WR,3.06,0.0,0.0,0.0,3000,BUF,0.0
Marcel,Oak@NO 01:00PM ET,7147339,Reece,Marcel Reece,Marcel Reece (7147339),NO,RB,0.0,0.0,0.0,0.0,3000,OAK,0.0
Marc,Chi@Hou 01:00PM ET,7147636,Mariani,Marc Mariani,Marc Mariani (7147636),HOU,WR,4.98,0.0,0.0,0.0,3000,CHI,0.0
Bryan,GB@Jax 01:00PM ET,7147659,Walters,Bryan Walters,Bryan Walters (7147659),GB,WR,0.0,1.3,1.3,0.0,3000,JAX,0.0
Andre,Det@Ind 04:25PM ET,7147730,Roberts,Andre Roberts,Andre Roberts (7147730),IND,WR,0.0,3.2,3.2,0.0,3000,DET,0.0
Jeremy,Cin@NYJ 01:00PM ET,7147543,Ross,Jeremy Ross,Jeremy Ross (7147543),CIN,WR,0.0,0.0,0.0,0.0,3000,NYJ,0.0
Dexter,Min@Ten 01:00PM ET,7147293,McCluster,Dexter McCluster,Dexter McCluster (7147293),MIN,RB,0.0,0.0,0.0,0.0,3000,TEN,0.0
Mike,SD@KC 01:00PM ET,7147588,Williams,Mike Williams,Mike Williams (7147588),SD,WR,0.0,0.0,0.0,0.0,3000,KC,0.0
James,NE@Ari 08:30PM ET,7147456,Develin,James Develin,James Develin (7147456),ARI,RB,0.0,0.0,0.0,0.0,3000,NE,0.0
Arrelious,GB@Jax 01:00PM ET,7147660,Benn,Arrelious Benn,Arrelious Benn (7147660),GB,WR,0.0,0.0,0.0,0.0,3000,JAX,0.0
Marcus,Buf@Bal 01:00PM ET,7147613,Easley,Marcus Easley,Marcus Easley (7147613),BAL,WR,0.0,0.0,0.0,0.0,3000,BUF,0.0
Stevan,Det@Ind 04:25PM ET,7147442,Ridley,Stevan Ridley,Stevan Ridley (7147442),IND,RB,0.0,0.0,0.0,0.0,3000,DET,0.0
Taiwan,Oak@NO 01:00PM ET,7147341,Jones,Taiwan Jones,Taiwan Jones (7147341),NO,RB,0.0,2.2,2.2,0.0,3000,OAK,0.0
Charles,Min@Ten 01:00PM ET,7147495,Johnson,Charles Johnson,Charles Johnson (7147495),TEN,WR,6.19,0.0,1.6669152361,4.45,3000,MIN,0.0
Deonte,Chi@Hou 01:00PM ET,7147637,Thompson,Deonte Thompson,Deonte Thompson (7147637),HOU,WR,0.0,0.0,0.0,0.0,3000,CHI,0.0
Daniel,Buf@Bal 01:00PM ET,7147370,Herron,Daniel Herron,Daniel Herron (7147370),BAL,RB,0.0,0.0,0.0,0.0,3000,BUF,0.0
Jordan,Mia@Sea 04:05PM ET,7147889,Cameron,Jordan Cameron,Jordan Cameron (7147889),SEA,TE,8.32,8.8,15.1820066919,7.06,3000,MIA,7.0
Greg,Buf@Bal 01:00PM ET,7147615,Little,Greg Little,Greg Little (7147615),BAL,WR,0.0,0.0,0.0,0.0,3000,BUF,0.0
Joe,GB@Jax 01:00PM ET,7147400,Banyard,Joe Banyard,Joe Banyard (7147400),GB,RB,0.0,0.0,0.0,0.0,3000,JAX,0.0
Jeremy,Det@Ind 04:25PM ET,7147731,Kerley,Jeremy Kerley,Jeremy Kerley (7147731),IND,WR,9.5,0.0,1.31249419052,0.0,3000,DET,0.0
Robert,Cle@Phi 01:00PM ET,7147309,Hughes,Robert Hughes,Robert Hughes (7147309),PHI,RB,0.0,0.0,0.0,0.0,3000,CLE,0.0
Travaris,Oak@NO 01:00PM ET,7147342,Cadet,Travaris Cadet,Travaris Cadet (7147342),OAK,RB,0.0,0.0,0.0,0.0,3000,NO,0.0
Nathan,Oak@NO 01:00PM ET,7147565,Palmer,Nathan Palmer,Nathan Palmer (7147565),NO,WR,0.0,0.0,0.0,0.0,3000,OAK,0.0
Kashif,SD@KC 01:00PM ET,7147590,Moore,Kashif Moore,Kashif Moore (7147590),SD,WR,0.0,0.0,0.0,0.0,3000,KC,0.0
Anthony,SD@KC 01:00PM ET,7147355,Sherman,Anthony Sherman,Anthony Sherman (7147355),SD,RB,0.0,0.0,0.0,0.0,3000,KC,0.0
Aldrick,TB@Atl 01:00PM ET,7147472,Robinson,Aldrick Robinson,Aldrick Robinson (7147472),TB,WR,0.0,0.0,1.80370398606,0.0,3000,ATL,0.0
Robert,Det@Ind 04:25PM ET,7147443,Turbin,Robert Turbin,Robert Turbin (7147443),DET,RB,3.09,1.9,1.36490597635,0.0,3000,IND,0.0
Will,NYG@Dal 04:25PM ET,7147430,Johnson,Will Johnson,Will Johnson (7147430),DAL,RB,0.0,0.0,0.0,0.0,3000,NYG,0.0
Bobby,NYG@Dal 04:25PM ET,7147431,Rainey,Bobby Rainey,Bobby Rainey (7147431),DAL,RB,0.0,0.0,0.864784420493,0.0,3000,NYG,0.0
Patrick,TB@Atl 01:00PM ET,7147278,DiMarco,Patrick DiMarco,Patrick DiMarco (7147278),TB,RB,0.0,1.1,1.1,0.0,3000,ATL,0.0
Isaiah,Mia@Sea 04:05PM ET,7147412,Pead,Isaiah Pead,Isaiah Pead (7147412),SEA,RB,0.0,0.0,0.0,0.0,3000,MIA,0.0
George,Det@Ind 04:25PM ET,7147444,Winn,George Winn,George Winn (7147444),IND,RB,0.0,0.0,0.0,0.0,3000,DET,0.0
Tavarres,NYG@Dal 04:25PM ET,7147708,King,Tavarres King,Tavarres King (7147708),DAL,WR,0.0,0.0,0.0,0.0,3000,NYG,0.0
Austin,Oak@NO 01:00PM ET,7147343,Johnson,Austin Johnson,Austin Johnson (7147343),OAK,RB,0.0,0.0,0.0,0.0,3000,NO,0.0
Terrelle,Cle@Phi 01:00PM ET,7147516,Pryor,Terrelle Pryor,Terrelle Pryor (7147516),PHI,WR,7.45,11.1,12.948507655,4.69,3000,CLE,7.0
Kenjon,Cle@Phi 01:00PM ET,7147311,Barner,Kenjon Barner,Kenjon Barner (7147311),CLE,RB,0.0,2.4,2.4,0.0,3000,PHI,0.0
Brice,NYG@Dal 04:25PM ET,7147709,Butler,Brice Butler,Brice Butler (7147709),NYG,WR,2.14,1.4,0.656541557572,0.0,3000,DAL,0.0
Zach,Min@Ten 01:00PM ET,7147295,Line,Zach Line,Zach Line (7147295),TEN,RB,0.0,0.0,0.0,0.0,3000,MIN,0.0
Griff,Mia@Sea 04:05PM ET,7147685,Whalen,Griff Whalen,Griff Whalen (7147685),SEA,WR,0.0,0.0,0.0,0.0,3000,MIA,0.0
